RedJade Code,Green,Grassy,Cucumber,Tomato,Hay,Herbal,Mint,Woody,Pine,Floral,Jasmine,Rose,Honey,Fruity,Citrus,Lemon,Orange,Tropical,Berry,Peach,Apple,Sour,Fermented,Alcoholic,Winey,Rummy,Caramellic,Vanilla,Spicy,Coffee,Smoky,Roasted,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sulfurous,Garlic,Earthy,Musty,Animal,Musk,Powdery,Sweet,Cooling,Sharp,Medicinal,Camphoreous,Metallic,Ozone,Fishy
QQE,0.2642,0.0,0.0,0.0,0.0,0.2581,0.0447,0.0867,0.0,0.3148,0.0,0.0959,0.0,0.2848,0.1497,0.0,0.2659,0.0,0.0467,0.0,0.0467,0.0,0.0863,0.0431,0.0,0.0,0.0,0.0,0.2862,0.0,0.0,0.0,0.0,0.0447,0.2039,0.0,0.35,0.1051,0.0,0.0615,0.0,0.0,0.187,0.1651,0.0,0.0,0.0,0.1363,0.0,0.0,0.0432,0.0,0.0,0.0,0.0
PZC,0.1524,0.0488,0.0,0.0,0.0,0.0522,0.0888,0.0,0.0,0.0,0.0,0.0,0.0,0.3092,0.0,0.0,0.0,0.0488,0.0,0.0,0.0,0.0,0.4679,0.1491,0.1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0859,0.0847,0.0522,0.0859,0.0,0.0,0.0423,0.0934,0.0,0.0423,0.0847,0.0,0.0455,0.0,0.0,0.0,0.2427,0.0,0.0,0.0,0.0461,0.0,0.0,0.0455
ZHN,0.4978,0.0,0.2376,0.0,0.0,0.141,0.0,0.0477,0.0,0.2048,0.0,0.3094,0.0,0.2174,0.1559,0.0479,0.2814,0.0465,0.0,0.0,0.0,0.0477,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.0,0.0,0.0,0.0,0.0,0.3951,0.0466,0.5604,0.0617,0.0,0.0617,0.0,0.0,0.141,0.1557,0.0,0.0,0.0,0.3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JKT,0.3318,0.0,0.0,0.0,0.0,0.1851,0.0,0.0,0.0,0.1425,0.1015,0.0,0.0,0.6484,0.0,0.0,0.0,0.0996,0.0,0.0487,0.1436,0.1005,0.0,0.0,0.0,0.0,0.0555,0.0,0.0983,0.0,0.0,0.0,0.0,0.0,0.1586,0.0,0.0581,0.0,0.0614,0.0581,0.0,0.0,0.0461,0.0,0.0,0.0,0.0,0.2504,0.0,0.0,0.0,0.0,0.0459,0.0,0.0
GUG,0.3418,0.0,0.0,0.0,0.1575,0.3316,0.2371,0.599,0.3629,0.0471,0.0,0.0,0.0,0.0457,0.1031,0.0453,0.0,0.0,0.0,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506,0.0,0.0,0.0452,0.0,0.0452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1005,0.0,0.0,0.0,0.0,0.2116,0.0,0.0553,0.0442,0.253,0.0,0.0,0.0
PTF,0.3431,0.0,0.0,0.0407,0.0,0.0392,0.0392,0.0,0.0,0.0,0.0925,0.0,0.0,0.8369,0.0,0.0,0.0,0.1631,0.0,0.0,0.2278,0.0,0.1328,0.0,0.0407,0.126,0.2144,0.0,0.0392,0.0,0.0,0.0393,0.039,0.0,0.0437,0.0,0.0,0.0,0.0,0.0404,0.0529,0.0,0.0,0.0482,0.0,0.0,0.0,0.5779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OHF,0.0576,0.0,0.0,0.0,0.0,0.1064,0.0,0.0,0.0,0.0576,0.0,0.0,0.0,0.6357,0.0,0.0,0.0,0.0477,0.0,0.1209,0.0,0.0527,0.2055,0.0,0.2505,0.0,0.0464,0.0,0.0,0.0462,0.0,0.0,0.0,0.0,0.2056,0.0,0.0661,0.1407,0.1736,0.0527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,0.0881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1535,0.0922,0.0,0.4755,0.0,0.114,0.0,0.2256,0.1369,0.2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4974,0.0,0.0456,0.0,0.0,0.0,0.0,0.0
XCM,0.7017,0.0467,0.0,0.0,0.0,0.1942,0.0,0.0963,0.0,0.2603,0.0,0.2034,0.0,0.5437,0.1951,0.0,0.145,0.0,0.0,0.0471,0.0474,0.0,0.0941,0.2018,0.0938,0.0497,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.2025,0.0,0.2494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIJ,0.0451,0.0,0.0,0.0,0.0,0.046,0.0492,0.0,0.0,0.0,0.0,0.0,0.0466,0.8095,0.0,0.0,0.0,0.0457,0.0496,0.0,0.046,0.0,0.1247,0.0,0.3693,0.0484,0.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0507,0.0796,0.0,0.0,0.0,0.1965,0.0971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XGE,0.2053,0.0,0.0,0.0,0.0,0.1664,0.105,0.1049,0.0,0.2053,0.0,0.0519,0.0,0.1643,0.0486,0.0,0.0,0.0471,0.0,0.0,0.0,0.0,0.121,0.0,0.0,0.047,0.0,0.0,0.1921,0.0,0.1924,0.0457,0.0,0.0,0.0529,0.0,0.0,0.0,0.0,0.0471,0.0,0.0,0.211,0.1846,0.0,0.0,0.0,0.2011,0.0543,0.0457,0.1432,0.0507,0.0471,0.0,0.0
JIC,0.144,0.0,0.0,0.0,0.0,0.047,0.0,0.0,0.0,0.5039,0.0435,0.1825,0.0483,0.4314,0.0437,0.0437,0.0,0.0446,0.0461,0.047,0.0,0.0,0.0,0.047,0.0,0.047,0.0533,0.2942,0.1843,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.1313,0.0,0.0979,0.0,0.0,0.0,0.0473,0.0,0.0,0.0,0.0533,0.6806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVI,0.1463,0.0,0.0,0.0,0.0905,0.2724,0.0873,0.0913,0.0,0.2361,0.0,0.0,0.0,0.0938,0.0,0.0,0.0,0.0,0.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1081,0.1464,0.0642,0.2472,0.0434,0.2597,0.0439,0.0466,0.0,0.0,0.0,0.0,0.0,0.0,0.297,0.2499,0.0912,0.0439,0.0,0.1352,0.0,0.0,0.0445,0.0884,0.0,0.0,0.0
QZH,0.147,0.0,0.0,0.0,0.0,0.0,0.1412,0.0435,0.0,0.4541,0.1012,0.0,0.1996,0.2506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0609,0.0,0.0,0.0,0.0,0.0,0.0,0.2194,0.0,0.0435,0.0,0.0,0.0876,0.0484,0.0,0.0609,0.0412,0.0412,0.0,0.0,0.0,0.0484,0.0561,0.1057,0.0,0.0435,0.4388,0.0,0.0,0.0562,0.0,0.1012,0.0,0.0
ZEW,0.7309,0.1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1983,0.0,0.0478,0.0478,0.3403,0.1488,0.0,0.0,0.0,0.0,0.0,0.1465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,0.3386,0.0,0.0553,0.0,0.0,0.0,0.0,0.0,0.0471,0.0,0.0,0.0,0.0,0.3435,0.0505,0.0,0.0,0.0,0.0,0.0,0.0471
HUN,0.1915,0.0,0.0,0.0,0.0582,0.0,0.0,0.0,0.0,0.0964,0.0,0.0,0.0,0.491,0.0,0.0,0.0,0.0955,0.0955,0.0,0.095,0.0478,0.0,0.0,0.0476,0.0956,0.4092,0.0,0.0,0.0,0.0,0.3086,0.0969,0.2081,0.0,0.0,0.0,0.0,0.0478,0.0,0.0,0.0,0.0489,0.0,0.0,0.0,0.0,0.4451,0.0482,0.0483,0.0,0.0,0.0,0.0,0.0529
JFU,0.146,0.0459,0.0,0.0,0.0,0.0482,0.1473,0.0941,0.0,0.0,0.0,0.0,0.0,0.3924,0.0,0.0,0.0,0.0985,0.2009,0.0,0.1428,0.1051,0.0481,0.0,0.0,0.0,0.0,0.0,0.0459,0.0,0.0,0.0,0.0,0.0,0.0508,0.0,0.0,0.0508,0.0482,0.2507,0.0,0.0,0.0482,0.0523,0.0523,0.0,0.0,0.2886,0.0,0.0482,0.0,0.0,0.0504,0.0,0.0
LCC,0.1003,0.1068,0.0,0.0,0.0,0.1003,0.1018,0.1572,0.0,0.2451,0.0,0.0,0.0481,0.3288,0.0,0.0,0.0455,0.0446,0.0939,0.0,0.0,0.0,0.0483,0.0,0.0,0.0,0.0939,0.3044,0.2169,0.0,0.102,0.0483,0.0,0.0459,0.0463,0.0,0.0481,0.0486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1505,0.6619,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDD,0.1132,0.0,0.0,0.0,0.0573,0.0816,0.0,0.0857,0.0,0.2601,0.0466,0.0,0.0,0.0533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.0,0.0392,0.0397,0.5197,0.3452,0.0,0.0953,0.0583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0504,0.0489,0.0,0.0561,0.606,0.0,0.0,0.0,0.0,0.0561,0.0,0.0
UBT,0.3942,0.0,0.0,0.0657,0.0,0.1584,0.0927,0.0,0.0,0.2197,0.0,0.0,0.0,0.322,0.0,0.0,0.0,0.1381,0.0408,0.0,0.0,0.0,0.0,0.0,0.0431,0.0,0.0342,0.0,0.0431,0.0819,0.0,0.4283,0.1224,0.1162,0.1354,0.0,0.0,0.0382,0.0,0.0,0.3472,0.1198,0.0797,0.0431,0.0,0.0,0.0,0.0776,0.0,0.0,0.0,0.0,0.0786,0.0,0.0
SWE,0.0392,0.0,0.0,0.0,0.0,0.0416,0.0439,0.267,0.0,0.1718,0.0,0.0,0.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416,0.0,0.1185,0.4082,0.4047,0.0,0.4527,0.0413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0786,0.081,0.0431,0.0,0.1372,0.4383,0.0,0.0,0.2684,0.0,0.0,0.0,0.0
YOP,0.5497,0.0,0.0,0.0,0.0426,0.0908,0.0543,0.0474,0.0,0.4322,0.0,0.5187,0.0,0.1609,0.0474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543,0.0,0.0,0.0,0.0,0.0,0.1489,0.0452,0.0426,0.0,0.0923,0.1019,0.0,0.0,0.0,0.0,0.3634,0.0,0.0
RSD,0.1615,0.0,0.0,0.0,0.0,0.1171,0.043,0.2067,0.0,0.2753,0.0,0.0,0.0,0.0495,0.0,0.0,0.0468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0959,0.4336,0.0,0.1875,0.0,0.0,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3559,0.2708,0.0,0.0,0.0478,0.3283,0.0,0.0876,0.305,0.0,0.0,0.0,0.0
SOE,0.2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0483,0.0,0.4627,0.0467,0.3171,0.3656,0.3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.0,0.049,0.1491,0.0,0.049,0.0459,0.0,0.0932,0.0,0.0,0.0982,0.0,0.0,0.0,0.0,0.0,0.0911,0.0,0.0,0.0,0.0,0.5086,0.0,0.0525,0.0448,0.0,0.0,0.0,0.0
GGG,0.0,0.0,0.0,0.0,0.0,0.0663,0.0869,0.0,0.0,0.1187,0.0,0.0,0.1623,0.2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435,0.0,0.0,0.0,0.0,0.0,0.0425,0.1088,0.0,0.1281,0.0441,0.0,0.0497,0.0,0.0,0.0,0.0,0.0,0.0871,0.0,0.0,0.0,0.0405,0.0851,0.0,0.0403,0.2866,0.0,0.0441,0.179,0.0,0.0,0.0,0.0
IZX,0.1606,0.0,0.0,0.0,0.0,0.0489,0.0487,0.0,0.0,0.0,0.0,0.0,0.0,0.4085,0.0,0.0,0.0,0.0928,0.1895,0.0,0.0497,0.0559,0.2125,0.0489,0.1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434,0.0489,0.0986,0.0,0.0,0.0865,0.0434,0.15,0.0,0.0,0.0,0.1519,0.0,0.0,0.0,0.2394,0.0,0.0,0.0,0.0,0.1009,0.0,0.0
TDI,0.3611,0.0,0.0,0.0,0.0,0.1447,0.0,0.0,0.0,0.2997,0.0,0.1018,0.1895,0.1173,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1003,0.0,0.0,0.0,0.0,0.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1011,0.0463,0.0,0.0,0.0507,0.1452,0.0,0.0,0.0521,0.0,0.1027,0.0,0.0
HLX,0.1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505,0.0,0.1175,0.0,0.1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433,0.0,0.0,0.0,0.0957,0.0435,0.2825,0.0449,0.0991,0.0522,0.1441,0.095,0.0454,0.0,0.0,0.0,0.0,0.0,0.0882,0.0449,0.0,0.0,0.0,0.0,0.1201,0.6035,0.0,0.0,0.0,0.0,0.0,0.0497,0.0464
MMA,0.374,0.0,0.0,0.0,0.0,0.0591,0.0,0.0,0.0,0.2801,0.0591,0.0452,0.0,0.7548,0.0,0.0,0.0,0.1365,0.0,0.0,0.2502,0.0,0.0,0.0,0.4637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0458,0.0,0.1527,0.0,0.0557,0.0557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,0.0,0.0,0.0,0.0452,0.0,0.0
AUC,0.1437,0.0,0.0,0.0,0.0,0.0849,0.0,0.0,0.0,0.2263,0.0471,0.1271,0.2009,0.4287,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0501,0.0,0.0,0.0,0.0,0.1514,0.0,0.0866,0.0,0.0,0.0,0.0,0.0,0.1383,0.0,0.0,0.0936,0.0936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415,0.6088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDW,0.354,0.0,0.0,0.0,0.0,0.0496,0.0,0.1421,0.0,0.3468,0.0499,0.1356,0.1025,0.3935,0.0,0.0,0.0,0.0436,0.0,0.0917,0.0,0.0,0.0,0.0,0.0,0.0,0.0446,0.0,0.0561,0.0,0.0,0.0461,0.0496,0.0496,0.0992,0.0496,0.0931,0.0496,0.0496,0.0446,0.0,0.0,0.1288,0.0,0.0,0.0,0.0,0.332,0.0,0.0454,0.0532,0.0,0.0,0.0,0.0428
JJH,0.2837,0.0,0.0,0.0,0.0,0.3921,0.0,0.145,0.0,0.6471,0.1421,0.0881,0.0769,0.5455,0.0527,0.0,0.1003,0.0,0.0898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.0,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0488,0.0916,0.0,0.0441,0.4303,0.0,0.0,0.0,0.0,0.0904,0.0,0.0
KLW,0.0481,0.0,0.0,0.0,0.0,0.197,0.4307,0.5542,0.2518,0.0,0.0,0.0692,0.0,0.0508,0.0438,0.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0508,0.0,0.0,0.0,0.0,0.0,0.0949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2786,0.1919,0.0,0.0,0.0,0.1991,0.0,0.0411,0.1108,0.1849,0.0,0.0,0.0
FKB,0.1886,0.0,0.0,0.0,0.1254,0.1386,0.0979,0.1429,0.0,0.1424,0.0,0.0,0.1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0815,0.4598,0.0433,0.1844,0.0,0.0,0.1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1381,0.0454,0.0,0.0736,0.4823,0.0,0.0951,0.2232,0.0848,0.0501,0.0,0.0928
HXO,0.0451,0.0,0.0,0.0,0.0451,0.0,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,0.5079,0.0,0.0,0.0,0.1529,0.0,0.0,0.1356,0.0438,0.0924,0.0451,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.1397,0.1878,0.043,0.0,0.0,0.0,0.0883,0.0431,0.0989,0.3994,0.0,0.0,0.0,0.0,0.0,0.0,0.0889,0.0,0.1304,0.0,0.0,0.0448,0.0,0.0
QNI,0.2028,0.0,0.0,0.0428,0.1399,0.0878,0.0,0.0,0.0,0.3378,0.0,0.0,0.1463,0.0428,0.0,0.0,0.0913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0611,0.0872,0.0898,0.0512,0.0,0.0,0.0512,0.3441,0.0,0.1319,0.0,0.0,0.0,0.0,0.101,0.0,0.0498,0.0442,0.0,0.0,0.0868,0.3677,0.0,0.0578,0.0,0.0,0.0,0.0,0.0
TPN,0.5046,0.0,0.0,0.0,0.0,0.0,0.0,0.1605,0.0,0.1455,0.0,0.0543,0.0543,0.9034,0.0512,0.0,0.0,0.1987,0.0,0.0,0.5009,0.0979,0.1068,0.0,0.2059,0.0,0.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0512,0.1989,0.0481,0.2467,0.0,0.0486,0.0,0.0,0.0,0.0543,0.0,0.0582,0.0,0.0,0.1486,0.0,0.0471,0.0,0.0,0.0,0.0,0.0
HMD,0.301,0.0,0.0571,0.0,0.0,0.0481,0.0,0.0,0.0,0.1101,0.0,0.0,0.0488,0.8543,0.0474,0.0,0.0,0.192,0.1464,0.0,0.1951,0.0,0.0,0.0,0.1505,0.0979,0.2511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571,0.044,0.0,0.0533,0.0489,0.0489,0.0989,0.0,0.044,0.0,0.0,0.0,0.0,0.2457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WTS,0.0988,0.0,0.0,0.0,0.1067,0.0482,0.2295,0.0926,0.0,0.0,0.0,0.0,0.0,0.3086,0.0,0.0,0.0,0.0431,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.3704,0.0,0.0439,0.0399,0.0,0.0588,0.0,0.2308,0.0636,0.0474,0.0,0.0,0.0474,0.0,0.0,0.0,0.0,0.1026,0.0,0.0,0.0,0.5531,0.0532,0.0,0.0532,0.0532,0.0,0.0,0.0
CIX,0.1918,0.0,0.0,0.0,0.0,0.0923,0.0548,0.0,0.0,0.1992,0.0488,0.0548,0.0,0.8943,0.0,0.0,0.0,0.048,0.0,0.2737,0.0449,0.0,0.0,0.0,0.0919,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.1036,0.1973,0.0945,0.1388,0.0467,0.1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDB,0.0544,0.0544,0.0,0.0,0.1043,0.1174,0.0,0.2831,0.0,0.1115,0.0,0.0,0.0629,0.0977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447,0.1417,0.3904,0.0444,0.1338,0.0,0.0,0.0444,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0921,0.0921,0.0,0.0,0.0477,0.3077,0.0,0.0,0.3028,0.0,0.0,0.0,0.0
OLM,0.185,0.0,0.0,0.0,0.0,0.0979,0.0504,0.0,0.0,0.3699,0.0,0.0859,0.1468,0.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0884,0.0418,0.0481,0.0418,0.0661,0.0418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0.0984,0.3904,0.0,0.0,0.3234,0.0,0.0,0.1602,0.1138,0.0,0.0,0.0
AYC,0.3544,0.0,0.0,0.0,0.0,0.0939,0.0,0.3268,0.0,0.5699,0.0,0.0,0.0485,0.1735,0.0948,0.0,0.0,0.0499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0494,0.0,0.0,0.1484,0.3071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSV,0.1843,0.0,0.0,0.0,0.0,0.0428,0.0,0.047,0.0,0.5968,0.0,0.1422,0.0913,0.7731,0.0,0.0,0.0445,0.0,0.0,0.0,0.0504,0.0,0.0,0.0,0.0545,0.047,0.0,0.0,0.1492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972,0.0,0.0,0.0,0.5513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLB,0.184,0.0,0.0,0.0,0.0432,0.041,0.4124,0.1522,0.0,0.0,0.0,0.0,0.0,0.2068,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.0,0.0,0.05,0.0,0.1409,0.0418,0.1095,0.0719,0.0,0.0,0.0,0.0418,0.0,0.0414,0.0832,0.0487,0.154,0.0445,0.0,0.0,0.3136,0.1156,0.0,0.0669,0.0669,0.0,0.0,0.0
QGE,0.149,0.0471,0.0,0.0,0.1971,0.1006,0.0471,0.1015,0.0,0.4076,0.0,0.0,0.1448,0.3008,0.0,0.0,0.0473,0.0,0.0988,0.0,0.0,0.0,0.0514,0.0,0.0,0.0,0.0963,0.1515,0.0638,0.0,0.0,0.0514,0.0,0.0987,0.0,0.0962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943,0.7554,0.0,0.0488,0.0463,0.0494,0.0,0.0,0.0
FGW,0.0462,0.0,0.0,0.0,0.0,0.0,0.0503,0.0,0.0,0.0453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1962,0.0932,0.0982,0.3099,0.1609,0.3506,0.1967,0.2463,0.0532,0.0453,0.0,0.0,0.0,0.0503,0.4148,0.0,0.1426,0.0446,0.0,0.0,0.0932,0.3016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LBZ,0.1515,0.0,0.0,0.0,0.1515,0.2428,0.139,0.3555,0.3446,0.0,0.0,0.0,0.0,0.0,0.2423,0.1156,0.0439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947,0.0,0.0,0.0,0.0,0.1965,0.0437,0.051,0.0,0.1573,0.0,0.0,0.0
FLP,0.0573,0.0,0.0,0.0,0.0,0.0,0.0831,0.1186,0.0,0.3302,0.0,0.0,0.0,0.1869,0.0,0.0,0.2366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418,0.0,0.0425,0.1449,0.2064,0.0618,0.0913,0.0,0.0,0.0618,0.0523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1097,0.0418,0.0,0.0,0.0988,0.3697,0.0,0.0,0.145,0.0,0.0573,0.0,0.0613
ZDX,0.3941,0.0,0.0,0.0,0.0468,0.3322,0.1566,0.2424,0.0,0.051,0.0,0.0,0.0481,0.0477,0.051,0.0,0.0,0.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473,0.1499,0.0,0.0957,0.0,0.0,0.2132,0.1618,0.263,0.0,0.1404,0.0,0.0,0.0473,0.0,0.0955,0.0,0.1036,0.1528,0.0512,0.0,0.0,0.2339,0.0574,0.0,0.0,0.0461,0.0,0.0,0.0
DQI,0.3932,0.0,0.0,0.0,0.0,0.0,0.0,0.1047,0.0,0.0906,0.0458,0.0,0.0,0.3161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.0521,0.1416,0.0,0.2346,0.0,0.0,0.0521,0.0,0.045,0.0,0.0,0.0,0.4508,0.096,0.0458,0.0,0.0,0.2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGJ,0.2375,0.0856,0.0,0.0,0.1263,0.2927,0.3853,0.1672,0.0435,0.1732,0.0,0.0841,0.199,0.2411,0.1229,0.0,0.0,0.0831,0.045,0.0,0.0,0.0491,0.0,0.0,0.0,0.0,0.0455,0.0,0.1066,0.0,0.0,0.0,0.0416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416,0.0,0.0416,0.2221,0.0,0.0,0.0,0.4192,0.1766,0.0719,0.0,0.2132,0.0,0.0,0.0
QBM,0.1962,0.0,0.0,0.0,0.0,0.0,0.0,0.0431,0.0,0.5652,0.0,0.1236,0.0408,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2834,0.0,0.0,0.0,0.0436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.6421,0.0,0.0,0.0,0.0,0.0,0.0,0.0436
DSF,0.0,0.0,0.0,0.0,0.0,0.0595,0.0,0.0617,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1262,0.0,0.0,0.0,0.0,0.3654,0.0,0.1234,0.0,0.0,0.0,0.0,0.0929,0.0448,0.0,0.0,0.0,0.1148,0.1777,0.0,0.0,0.0502,0.0,0.0,0.0,0.0,0.1517,0.0,0.0396,0.0,0.0,0.0,0.0,0.0
ASY,0.151,0.0,0.0,0.0,0.095,0.0,0.0,0.1493,0.0,0.0978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497,0.0,0.0,0.0,0.0,0.0472,0.0,0.1477,0.0458,0.1488,0.2446,0.0,0.3392,0.0453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0513,0.0905,0.0,0.0,0.0,0.4457,0.0,0.0542,0.0464,0.0,0.0,0.0,0.1494
XQA,0.1431,0.0,0.0,0.0,0.0956,0.234,0.1776,0.3105,0.0405,0.0399,0.0,0.0,0.2052,0.1627,0.0871,0.0,0.0,0.0472,0.0,0.0,0.0,0.0518,0.0,0.0489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1301,0.0795,0.0,0.0,0.0,0.4546,0.0817,0.1025,0.0,0.2149,0.0,0.0,0.0
