RedJade Code,Green,Grassy,Cucumber,Tomato,Hay,Herbal,Mint,Woody,Pine,Floral,Jasmine,Rose,Honey,Fruity,Citrus,Lemon,Orange,Tropical,Berry,Peach,Apple,Sour,Fermented,Alcoholic,Winey,Rummy,Caramellic,Vanilla,Spicy,Coffee,Smoky,Roasted,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sulfurous,Garlic,Earthy,Musty,Animal,Musk,Powdery,Sweet,Cooling,Sharp,Medicinal,Camphoreous,Metallic,Ozone,Fishy
QQE,0.2065,0.0,0.0,0.0,0.0,0.2736,0.1002,0.0509,0.0,0.1308,0.0,0.0448,0.0,0.2473,0.2032,0.0412,0.0448,0.0422,0.0472,0.0414,0.0,0.0,0.1205,0.0,0.0472,0.0,0.0,0.0,0.1591,0.0,0.0,0.0422,0.0422,0.0509,0.092,0.0414,0.0448,0.0,0.0,0.0,0.0422,0.0,0.099,0.1392,0.0,0.0,0.0,0.1593,0.0,0.0,0.0733,0.0,0.0472,0.0,0.0
PZC,0.1516,0.1324,0.0,0.0,0.0388,0.2228,0.2972,0.2052,0.0,0.3333,0.0,0.2394,0.0,0.0903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1362,0.0,0.0,0.0,0.0,0.0,0.0796,0.1164,0.0,0.0,0.0,0.1184,0.1226,0.0,0.0,0.1219,0.0648,0.0,0.0
ZHN,0.2369,0.0,0.0,0.0,0.0,0.0663,0.0,0.1112,0.0,0.4451,0.0,0.4099,0.048,0.379,0.1934,0.0,0.3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0577,0.1928,0.0,0.0,0.0,0.0,0.0,0.0,0.0453,0.0453,0.0,0.5191,0.048,0.4093,0.0,0.0,0.0,0.0453,0.0,0.1375,0.0663,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.049,0.0
JKT,0.0919,0.0,0.0,0.0,0.0,0.0456,0.0467,0.0446,0.0,0.1817,0.0,0.0905,0.0,0.5718,0.0,0.0,0.0,0.0466,0.0467,0.0,0.1872,0.0,0.0,0.0,0.0911,0.1434,0.1873,0.0,0.0439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3714,0.0,0.2101,0.0,0.0,0.0,0.0,0.0
GUG,0.4982,0.0,0.0,0.0,0.0,0.3025,0.0,0.5479,0.0498,0.4002,0.1487,0.0529,0.0543,0.4543,0.0527,0.0,0.0,0.0,0.0,0.0472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527,0.0,0.0472,0.3482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTF,0.3013,0.0,0.0,0.0,0.0,0.0475,0.0,0.0979,0.0,0.1001,0.0,0.0953,0.0,0.7505,0.0953,0.0,0.0,0.1959,0.0,0.0,0.094,0.047,0.047,0.0,0.0525,0.0,0.047,0.0,0.0502,0.0,0.0,0.0,0.051,0.047,0.0,0.0,0.0,0.047,0.047,0.0475,0.0963,0.0,0.0,0.0,0.0,0.0,0.0,0.5545,0.0,0.0534,0.0,0.0,0.0463,0.0,0.0468
OHF,0.1561,0.0468,0.0,0.0,0.0,0.1902,0.0,0.0,0.0,0.0,0.0,0.0624,0.0,0.8409,0.0,0.0,0.0,0.1348,0.0521,0.0,0.2377,0.0,0.2079,0.0,0.3157,0.0624,0.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1983,0.0,0.0446,0.0509,0.0431,0.0,0.0,0.0,0.0624,0.0,0.0,0.0,0.0,0.4987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAR,0.3479,0.0,0.0,0.0,0.0,0.0882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8527,0.0,0.0,0.0,0.1912,0.0582,0.0467,0.4018,0.0,0.0,0.0,0.2414,0.123,0.1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471,0.0,0.0,0.0,0.0912,0.0458,0.0,0.0,0.0458,0.0,0.0,0.0,0.0,0.5735,0.0,0.0432,0.0,0.0,0.0,0.0,0.0
XCM,0.6752,0.086,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0437,0.0,0.5414,0.0,0.0,0.0,0.13,0.0903,0.0,0.3087,0.0,0.0454,0.2657,0.0468,0.0437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1025,0.044,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0437,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIJ,0.0898,0.0,0.0,0.0,0.0,0.1314,0.1854,0.0933,0.0493,0.0493,0.0443,0.0,0.0,0.6102,0.0431,0.0,0.0,0.133,0.0,0.0,0.0909,0.1594,0.1645,0.0,0.0,0.1061,0.1247,0.0,0.0,0.0,0.0,0.0,0.0448,0.0552,0.0,0.0,0.0,0.0461,0.0461,0.1112,0.0448,0.0,0.044,0.0469,0.0,0.0,0.0,0.0431,0.045,0.0,0.0,0.0,0.0,0.0,0.0
XGE,0.052,0.0,0.0,0.0,0.0636,0.3082,0.0923,0.4568,0.0,0.1969,0.0,0.044,0.044,0.2308,0.0,0.0,0.0,0.0472,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,0.2079,0.1559,0.1966,0.1838,0.0,0.3717,0.0,0.0,0.0,0.0963,0.0,0.0,0.0
JIC,0.1246,0.0,0.0,0.0,0.0,0.0859,0.0,0.0,0.0,0.5781,0.0,0.1922,0.0422,0.417,0.0,0.0,0.0,0.044,0.0555,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2624,0.2985,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0401,0.0,0.044,0.0,0.0488,0.0,0.0,0.0,0.0,0.0,0.1355,0.6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVI,0.0981,0.0,0.0,0.0,0.0527,0.1642,0.0984,0.0,0.0,0.1999,0.0,0.0494,0.1,0.1463,0.0,0.0,0.0478,0.0,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0993,0.0,0.1473,0.1455,0.1455,0.1049,0.0494,0.0,0.0992,0.0,0.0,0.0,0.0979,0.0509,0.0997,0.1015,0.0506,0.0,0.0527,0.2986,0.0,0.0,0.1002,0.0493,0.0475,0.0,0.05
QZH,0.1721,0.0,0.0,0.0,0.0,0.0815,0.0,0.0618,0.0,0.5917,0.0807,0.1236,0.3059,0.2718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0414,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489,0.0,0.0,0.4682,0.0,0.0,0.0414,0.0,0.2106,0.0421,0.0
ZEW,0.1997,0.0,0.0,0.0,0.0,0.1496,0.2065,0.2964,0.0,0.2908,0.0,0.0992,0.0,0.3974,0.0,0.0,0.0,0.1475,0.0953,0.0514,0.0,0.0,0.1554,0.0,0.0,0.0,0.0,0.0,0.0466,0.0491,0.0,0.0467,0.1554,0.0467,0.0,0.0,0.0,0.0,0.0,0.0479,0.0,0.1063,0.0,0.0491,0.0,0.0482,0.0,0.2503,0.0543,0.0,0.0,0.0537,0.0479,0.1027,0.0467
HUN,0.05,0.0,0.0,0.0,0.0,0.1003,0.0495,0.2577,0.0,0.2503,0.0,0.1512,0.0498,0.7498,0.0488,0.0,0.0,0.098,0.0514,0.0,0.1001,0.0,0.0531,0.0,0.0515,0.2018,0.1977,0.0,0.0514,0.0,0.0,0.0,0.0,0.0498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,0.0,0.0,0.0,0.0,0.3495,0.0,0.099,0.0,0.0,0.0,0.0,0.0
JFU,0.0901,0.0,0.0,0.0,0.0,0.1391,0.096,0.0492,0.0,0.0454,0.0,0.0454,0.0,0.5374,0.0,0.0,0.0,0.1909,0.0,0.0,0.1009,0.111,0.2017,0.0,0.048,0.1063,0.0479,0.0,0.0,0.0,0.0,0.0506,0.0962,0.0,0.05,0.0,0.0,0.0,0.0,0.0646,0.1462,0.0,0.0492,0.0571,0.0,0.0,0.0,0.0503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCC,0.1523,0.0,0.0,0.0,0.1482,0.1484,0.0,0.0,0.0,0.3062,0.0,0.0,0.0,0.0983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1495,0.1478,0.0,0.0486,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1024,0.0498,0.0,0.0,0.1522,0.6442,0.0,0.0543,0.0495,0.0,0.0,0.0,0.0
MDD,0.1177,0.0,0.0,0.0,0.0,0.1035,0.0481,0.1533,0.0,0.393,0.0,0.0476,0.0,0.1925,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.4712,0.261,0.0,0.1422,0.0,0.0,0.0,0.0,0.0,0.0,0.0452,0.0,0.0,0.0,0.0,0.0958,0.0985,0.0,0.0,0.0942,0.6131,0.0,0.0,0.1444,0.0,0.049,0.0,0.0
UBT,0.5471,0.0,0.0,0.048,0.0,0.0989,0.051,0.0478,0.0,0.2992,0.0,0.0955,0.0,0.497,0.0477,0.0,0.0477,0.1033,0.0493,0.0476,0.0,0.0,0.0,0.0,0.0977,0.0,0.0,0.0,0.0988,0.0,0.0,0.1587,0.051,0.0973,0.1472,0.0476,0.0949,0.1003,0.0476,0.0,0.1527,0.0,0.3039,0.05,0.0,0.0,0.0,0.2889,0.0,0.0,0.0,0.0,0.0983,0.0,0.0594
SWE,0.0968,0.0,0.0,0.0,0.0,0.0893,0.0,0.2524,0.0,0.2722,0.0,0.053,0.0,0.058,0.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.351,0.4024,0.0,0.2727,0.0,0.0,0.0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1997,0.1525,0.0,0.0,0.0446,0.4993,0.0,0.0,0.2996,0.0,0.0,0.0,0.0
YOP,0.2477,0.0,0.0,0.0,0.0,0.1493,0.0,0.0471,0.0,0.3019,0.0,0.2959,0.0494,0.2502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.1996,0.0471,0.0,0.0471,0.0992,0.0,0.0,0.0,0.0,0.0,0.0463,0.0,0.0471,0.0521,0.0,0.0,0.0,0.0,0.0471,0.245,0.0,0.0,0.1583,0.0,0.2477,0.0,0.0
RSD,0.0928,0.0,0.0,0.0,0.0,0.0912,0.0,0.2417,0.0,0.1984,0.0,0.0478,0.0934,0.2458,0.0,0.0,0.0435,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0458,0.0,0.0,0.294,0.4131,0.0,0.2721,0.0543,0.0543,0.2607,0.0,0.0,0.0,0.0,0.0,0.0,0.0543,0.0,0.3086,0.1936,0.0,0.0,0.2467,0.4045,0.0,0.0,0.2662,0.0,0.0473,0.0,0.0
SOE,0.1497,0.0,0.0,0.0,0.0,0.1027,0.0,0.0,0.0,0.4507,0.0,0.2017,0.0985,0.3532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4023,0.0,0.0496,0.0993,0.0,0.1011,0.0,0.0
GGG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1109,0.0,0.2973,0.0451,0.1397,0.1488,0.1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0462,0.0936,0.0,0.0,0.0,0.0,0.1425,0.0464,0.0,0.0464,0.0947,0.0484,0.0,0.0,0.0,0.0,0.0,0.0908,0.0,0.0985,0.2894,0.0,0.0,0.0658,0.0,0.0,0.0,0.0
IZX,0.0557,0.0557,0.0,0.0,0.0557,0.0967,0.2422,0.0935,0.0,0.1054,0.0,0.0497,0.0,0.3909,0.0,0.0,0.0,0.1461,0.0,0.0,0.0983,0.0,0.2005,0.0,0.0561,0.1015,0.0,0.0,0.0981,0.0,0.0,0.0998,0.0998,0.0,0.0525,0.0,0.0,0.0,0.0,0.0,0.1982,0.0,0.1027,0.0545,0.0,0.0,0.0,0.1501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDI,0.2996,0.0,0.0,0.0,0.0,0.1571,0.0,0.0,0.0,0.4606,0.0,0.1965,0.1011,0.2999,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.1462,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0507,0.0,0.0,0.2458,0.0,0.0,0.1447,0.0,0.1947,0.0,0.0
HLX,0.3623,0.0537,0.0,0.0,0.0,0.0485,0.0,0.0,0.0,0.3892,0.0,0.3356,0.0938,0.0475,0.0,0.0,0.0,0.0473,0.0,0.0,0.0,0.0,0.0473,0.0,0.0,0.0522,0.0,0.0,0.0976,0.0,0.0473,0.1562,0.0537,0.0551,0.1569,0.0,0.0465,0.0,0.0,0.0,0.1011,0.0,0.0591,0.0,0.0,0.0,0.0,0.3426,0.0,0.0,0.0,0.0,0.0591,0.0,0.161
MMA,0.2977,0.0,0.0,0.0,0.0,0.0608,0.0,0.0,0.0,0.0473,0.0,0.0,0.0479,0.8448,0.0,0.0,0.0,0.1777,0.0457,0.0,0.3157,0.0,0.0,0.0591,0.2097,0.157,0.1043,0.0,0.0,0.0,0.0,0.0,0.0524,0.0,0.0,0.0,0.0458,0.0435,0.0544,0.0,0.098,0.0,0.0608,0.0,0.0,0.0,0.0,0.1721,0.0,0.1066,0.0,0.0,0.0,0.0,0.0
AUC,0.0456,0.0,0.0,0.0,0.0,0.1425,0.0,0.0,0.0,0.6726,0.2602,0.255,0.0914,0.6581,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.0447,0.0,0.0,0.0473,0.0,0.0968,0.0,0.0456,0.0,0.0,0.0,0.0,0.0,0.0463,0.0,0.0447,0.0463,0.0463,0.0,0.0,0.0,0.0415,0.0,0.0447,0.0,0.0,0.7999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDW,0.6243,0.0553,0.0,0.0,0.0,0.0565,0.0,0.0458,0.0,0.3248,0.0437,0.0944,0.0454,0.2794,0.0,0.0,0.0,0.0437,0.0497,0.0437,0.0,0.0,0.0594,0.0,0.0,0.0484,0.0,0.0,0.0458,0.0,0.0594,0.1067,0.1052,0.1097,0.3035,0.0,0.0448,0.0,0.0,0.0,0.0487,0.0,0.0983,0.0445,0.0,0.0,0.0,0.2944,0.0,0.0491,0.0,0.0,0.1002,0.0,0.1617
JJH,0.1938,0.0,0.0,0.0,0.1468,0.0972,0.0,0.1432,0.0,0.5074,0.0,0.0,0.0475,0.2957,0.0516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0969,0.144,0.0,0.0,0.0,0.0,0.0498,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952,0.5097,0.0,0.0,0.0928,0.0498,0.0,0.0,0.0
KLW,0.2992,0.0471,0.0,0.0,0.0,0.2985,0.0942,0.5007,0.0981,0.2491,0.0,0.0,0.0,0.2444,0.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0465,0.0,0.0,0.0573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0474,0.0465,0.0471,0.0952,0.0,0.1988,0.0942,0.0,0.0942,0.0474,0.0,0.0558,0.0
FKB,0.0,0.0,0.0,0.0,0.1387,0.0466,0.0453,0.0946,0.0,0.1384,0.0,0.0,0.0473,0.0892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1562,0.0684,0.2628,0.2099,0.1618,0.1427,0.045,0.046,0.045,0.0,0.0,0.0,0.1174,0.049,0.0954,0.1093,0.0,0.0,0.0473,0.3939,0.0,0.1618,0.3053,0.0482,0.0684,0.0,0.0
HXO,0.1377,0.0,0.0,0.0,0.0,0.2349,0.0498,0.0949,0.0494,0.0963,0.0463,0.0,0.0,0.4698,0.0464,0.0,0.0,0.1416,0.0,0.0,0.0463,0.0,0.0456,0.0461,0.0915,0.1013,0.0,0.0,0.0454,0.0,0.0,0.0468,0.0468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0972,0.0,0.0914,0.0,0.0,0.0,0.0,0.0918,0.0952,0.0,0.0,0.0,0.0,0.0,0.1457
QNI,0.0476,0.0,0.0,0.0,0.0,0.0955,0.0479,0.0,0.0,0.246,0.0,0.0518,0.0,0.1975,0.0,0.0,0.0985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.2028,0.0482,0.0,0.0,0.0482,0.0482,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,0.0528,0.0476,0.0977,0.0,0.0987,0.2973,0.0541,0.049,0.1553,0.051,0.0,0.0,0.0
TPN,0.3567,0.0,0.0,0.0,0.0,0.0976,0.0491,0.1003,0.0,0.3932,0.0,0.1457,0.0,0.5544,0.1474,0.0,0.2436,0.0999,0.0,0.1473,0.1599,0.0,0.049,0.0,0.1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506,0.443,0.0987,0.5992,0.0,0.0496,0.0,0.0503,0.0,0.1573,0.153,0.0,0.0,0.0,0.2475,0.0,0.0,0.0,0.0,0.0,0.0,0.103
HMD,0.1932,0.0,0.0,0.0,0.0,0.144,0.0951,0.0,0.0,0.1575,0.0526,0.0479,0.0,0.6066,0.0,0.0,0.0,0.0,0.0532,0.0,0.258,0.0,0.1017,0.0,0.2462,0.1448,0.1954,0.0,0.0475,0.0,0.0,0.0,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.0532,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.4487,0.0,0.0997,0.0,0.0,0.0,0.0,0.0
WTS,0.0495,0.0,0.0,0.0,0.0,0.0428,0.3643,0.1643,0.0,0.0433,0.0,0.0,0.0,0.0933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2422,0.0,0.0435,0.0458,0.0,0.0495,0.0495,0.1784,0.0926,0.0503,0.0,0.0,0.0955,0.0,0.0461,0.0955,0.0443,0.1767,0.0444,0.09,0.0,0.2089,0.0992,0.0,0.0549,0.0549,0.0,0.0861,0.0
CIX,0.1959,0.0,0.0,0.0,0.0,0.0497,0.0476,0.0955,0.0,0.1453,0.0,0.0476,0.0,0.8443,0.0,0.0,0.0,0.0477,0.0519,0.1121,0.2026,0.0,0.0519,0.0,0.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.0,0.1462,0.0,0.0,0.0519,0.0,0.0,0.0,0.0,0.0961,0.1433,0.0,0.5972,0.0513,0.0,0.0,0.0,0.0487,0.0,0.056
RDB,0.0519,0.0,0.0,0.0,0.0,0.0998,0.0,0.4017,0.0,0.0966,0.0,0.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,0.2506,0.0,0.1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1066,0.0,0.1001,0.0504,0.2446,0.0,0.0,0.2477,0.0483,0.0,0.0,0.0
OLM,0.143,0.0,0.0,0.0,0.1006,0.1468,0.069,0.0457,0.0,0.4916,0.0535,0.2373,0.1521,0.2343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0954,0.0,0.0,0.0,0.0,0.051,0.0,0.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.1225,0.0,0.2295,0.0,0.0495,0.343,0.0,0.0,0.0478,0.0,0.0946,0.0,0.0
AYC,0.3817,0.0,0.0,0.0,0.0,0.044,0.0,0.1132,0.0,0.4726,0.0,0.0,0.0749,0.123,0.0541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0749,0.0985,0.0,0.0,0.0,0.0,0.0829,0.0,0.0,0.0749,0.0,0.0,0.0,0.0869,0.0454,0.0,0.0,0.0,0.0,0.0506,0.2567,0.0,0.0,0.0693,0.0481,0.0,0.0899,0.0
FSV,0.1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7032,0.1445,0.4499,0.3026,0.7015,0.0,0.0,0.0,0.0461,0.0,0.0461,0.1904,0.0,0.0,0.0,0.0461,0.0612,0.0,0.0,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0559,0.0461,0.0,0.0,0.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLB,0.2034,0.0,0.0,0.0,0.0,0.2009,0.2553,0.558,0.0504,0.2972,0.0,0.0534,0.0,0.3471,0.0474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0964,0.0,0.0,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469,0.048,0.0523,0.0523,0.0,0.2478,0.0957,0.0,0.0488,0.0488,0.0,0.1032,0.0
QGE,0.0,0.0,0.0,0.0,0.292,0.048,0.0,0.1523,0.0,0.3917,0.0,0.0,0.2493,0.1004,0.0,0.0,0.1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0969,0.0504,0.0,0.0,0.0525,0.0,0.1005,0.0,0.0,0.0,0.0504,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032,0.66,0.0,0.0482,0.0,0.0,0.0,0.0,0.0
FGW,0.2489,0.0,0.0,0.0,0.0494,0.0,0.0,0.0983,0.0,0.4963,0.0,0.0,0.0,0.0988,0.0,0.0494,0.0,0.0,0.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.1023,0.2022,0.0,0.0,0.0,0.0,0.048,0.0973,0.0514,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0489,0.0,0.1506,0.5529,0.0,0.0,0.0,0.0,0.0483,0.2485,0.0
LBZ,0.367,0.0,0.0,0.0,0.0,0.1965,0.046,0.2936,0.0514,0.4168,0.1467,0.046,0.0,0.3711,0.0,0.0478,0.0,0.0,0.0,0.0468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1426,0.0966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0966,0.0,0.0465,0.0,0.1407,0.1885,0.1414,0.2921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLP,0.0492,0.0,0.0,0.0,0.0491,0.0,0.047,0.2018,0.0,0.3921,0.0,0.0,0.0505,0.0478,0.0,0.0,0.1991,0.0478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0486,0.0949,0.0492,0.0,0.0498,0.0498,0.0492,0.0,0.096,0.047,0.0478,0.0,0.0,0.0498,0.0,0.0,0.0971,0.0,0.0,0.2426,0.3966,0.0,0.0,0.0527,0.0527,0.0,0.0,0.0666
ZDX,0.0969,0.0,0.0,0.0,0.0,0.1455,0.4543,0.3919,0.0,0.0,0.0,0.0483,0.0482,0.1478,0.0,0.0,0.0,0.0,0.0488,0.0,0.0,0.0483,0.0,0.0,0.0,0.05,0.1514,0.0,0.0966,0.1014,0.0,0.05,0.0,0.05,0.0,0.0508,0.0,0.0,0.1007,0.0,0.0488,0.0,0.059,0.0531,0.2032,0.051,0.0483,0.2963,0.2553,0.0,0.0504,0.1476,0.0,0.0,0.0
DQI,0.1537,0.0,0.0,0.0,0.0,0.1028,0.0996,0.0994,0.0,0.251,0.0,0.0524,0.0524,0.5028,0.0,0.0,0.049,0.0,0.0484,0.0495,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493,0.0537,0.0972,0.0521,0.0973,0.0,0.0,0.0,0.0,0.0493,0.1043,0.1021,0.2467,0.3926,0.0486,0.3975,0.0,0.0,0.0,0.0493,0.0511,0.0503,0.0
CGJ,0.1541,0.0,0.0,0.0,0.0,0.2491,0.2483,0.4025,0.0492,0.0,0.0,0.0,0.0983,0.0491,0.0,0.0,0.0,0.0494,0.0,0.0,0.0,0.0473,0.0,0.0,0.0,0.0,0.0,0.0,0.0491,0.0,0.0,0.0,0.0494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494,0.0,0.297,0.1497,0.0,0.0491,0.0,0.2937,0.1491,0.0491,0.0,0.3974,0.0,0.0,0.0
QBM,0.1885,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.456,0.05,0.4532,0.0928,0.1049,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.048,0.0,0.044,0.0,0.0,0.0456,0.0,0.045,0.0,0.0,0.0,0.092,0.048,0.0476,0.0,0.045,0.0456,0.0,0.4328,0.0,0.048,0.0,0.0,0.0469,0.0,0.0473
DSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0524,0.1414,0.0,0.0,0.0,0.0,0.0,0.3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2633,0.0998,0.0,0.0964,0.0479,0.3961,0.0,0.0942,0.0,0.0,0.0,0.0,0.2025,0.099,0.0,0.0,0.0,0.0988,0.1138,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.1971,0.0,0.0978,0.0,0.0,0.0,0.0,0.0
ASY,0.4323,0.0,0.0,0.0,0.0485,0.093,0.0429,0.1388,0.0,0.2232,0.0,0.0438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547,0.0,0.1132,0.1351,0.0,0.1351,0.0,0.0,0.0429,0.0,0.0,0.0,0.0,0.0,0.2198,0.1311,0.0878,0.0,0.0,0.4862,0.0,0.0,0.0445,0.0,0.0438,0.0,0.0754
XQA,0.0704,0.0,0.0,0.0,0.0,0.1273,0.0545,0.0916,0.0371,0.0371,0.0372,0.0,0.0,0.3906,0.0,0.0,0.0,0.1804,0.0,0.0,0.0898,0.0742,0.2199,0.0,0.0612,0.0974,0.0356,0.0,0.0,0.0,0.0,0.0703,0.0703,0.0,0.0546,0.0,0.0,0.0,0.0,0.0742,0.198,0.0,0.0545,0.1185,0.0,0.0,0.0,0.0397,0.0,0.0,0.0,0.035,0.0348,0.0,0.0
